Timestep,# solution phases,# pure condensed phases,S:MSFL,S:bccsoln,S:cphsoln,S:gas_ideal
174,3,0,1,1,,1
175,3,0,1,1,,1
176,3,0,1,1,,1
177,3,0,1,1,,1
178,3,0,1,1,,1
179,3,0,1,1,,1
180,3,0,1,1,,1
181,3,0,1,1,,1
182,3,0,1,1,,1
183,3,0,1,1,,1
184,3,0,1,1,,1
185,3,0,1,1,,1
186,3,0,1,1,,1
187,3,0,1,1,,1
188,3,0,1,1,,1
189,3,0,1,1,,1
190,3,0,1,1,,1
191,3,0,1,1,,1
192,3,0,1,1,,1
193,3,0,1,1,,1
194,3,0,1,1,,1
196,3,0,1,1,,1
197,3,0,1,1,,1
198,3,0,1,1,,1
199,3,0,1,1,,1
200,3,0,1,1,,1
201,3,0,1,1,,1
202,3,0,1,1,,1
203,3,0,1,1,,1
204,3,0,1,1,,1
205,3,0,1,1,,1
206,3,0,1,1,,1
207,3,0,1,1,,1
209,3,0,1,1,,1
210,3,0,1,1,,1
211,3,0,1,1,,1
212,3,0,1,1,,1
213,3,0,1,1,,1
214,3,0,1,1,,1
215,3,0,1,1,,1
216,3,0,1,1,,1
217,3,0,1,1,,1
218,3,0,1,1,,1
219,3,0,1,1,,1
221,3,0,1,1,,1
222,3,0,1,1,,1
223,3,0,1,1,,1
224,3,0,1,1,,1
225,3,0,1,1,,1
226,3,0,1,1,,1
227,3,0,1,1,,1
228,3,0,1,1,,1
229,3,0,1,1,,1
230,3,0,1,1,,1
231,3,0,1,1,,1
232,3,0,1,1,,1
233,3,0,1,1,,1
234,3,0,1,1,,1
235,3,0,1,1,,1
236,3,0,1,1,,1
237,3,0,1,1,,1
238,3,0,1,1,,1
239,3,0,1,1,,1
240,3,0,1,1,,1
242,3,0,1,1,,1
243,3,0,1,1,,1
244,3,0,1,1,,1
245,3,0,1,1,,1
246,3,0,1,1,,1
247,3,0,1,1,,1
248,3,0,1,1,,1
249,3,0,1,1,,1
250,3,0,1,1,,1
251,3,0,1,1,,1
252,3,0,1,1,,1
253,3,0,1,1,,1
254,3,0,1,1,,1
255,3,0,1,1,,1
256,3,0,1,1,,1
257,3,0,1,1,,1
258,3,0,1,1,,1
259,3,0,1,1,,1
260,3,0,1,1,,1
261,3,0,1,1,,1
262,3,0,1,1,,1
264,3,0,1,1,,1
265,3,0,1,1,,1
266,3,0,1,1,,1
267,3,0,1,1,,1
269,3,0,1,1,,1
270,3,0,1,1,,1
271,3,0,1,1,,1
272,3,0,1,1,,1
273,3,0,1,1,,1
275,3,0,1,1,,1
276,3,0,1,1,,1
277,3,0,1,1,,1
279,3,0,1,1,,1
281,3,0,1,1,,1
282,3,0,1,1,,1
283,3,0,1,1,,1
284,3,0,1,1,,1
285,3,0,1,1,,1
286,3,0,1,1,,1
287,3,0,1,1,,1
288,3,0,1,1,,1
289,3,0,1,1,,1
290,3,0,1,1,,1
291,3,0,1,1,,1
292,3,0,1,1,,1
293,3,0,1,1,,1
294,3,0,1,1,,1
295,3,0,1,1,,1
296,3,0,1,1,,1
297,3,0,1,1,,1
298,3,0,1,1,,1
299,3,0,1,1,,1
300,3,0,1,1,,1
301,3,0,1,1,,1
302,3,0,1,1,,1
303,3,0,1,1,,1
307,3,0,1,1,,1
309,3,0,1,1,,1
310,3,0,1,1,,1
311,3,0,1,1,,1
312,3,0,1,1,,1
313,3,0,1,1,,1
315,3,0,1,1,,1
317,3,0,1,1,,1
319,3,0,1,1,,1
320,3,0,1,1,,1
321,3,0,1,1,,1
324,3,0,1,1,,1
325,3,0,1,1,,1
326,3,0,1,1,,1
327,3,0,1,1,,1
330,3,0,1,1,,1
333,3,0,1,1,,1
335,3,0,1,1,,1
336,3,0,1,1,,1
337,3,0,1,1,,1
339,3,0,1,1,,1
340,3,0,1,1,,1
341,3,0,1,1,,1
342,3,0,1,1,,1
343,3,0,1,1,,1
345,3,0,1,1,,1
348,3,0,1,1,,1
349,3,0,1,1,,1
351,3,0,1,1,,1
355,3,0,1,1,,1
357,3,0,1,1,,1
359,3,0,1,1,,1
362,3,0,1,1,,1
363,3,0,1,1,,1
364,3,0,1,1,,1
366,3,0,1,1,,1
